股票代码,标题,情绪标签,情绪分数
600663,陆家嘴因信息披露遭上交所问询 出售资产涉嫌不当关联交易,negative,0.9963282942771912
300103,"“大金主”推波助澜壳估值半年翻
番：100 亿元成标配",neutral,0.999914288520813
603986,格易电子助力全支宝打造健康安全理财平台 ,neutral,0.9999096393585205
802,华谊兄弟明星IP资本赌约解构,neutral,0.9999076128005981
600306,*ST商城被疑贱卖盛京银行股权 交易股权解冻不久,negative,0.999555766582489
600315,上海家化：正招募员工 负责经营全球最大奶瓶品牌汤美天地,neutral,0.9999090433120728
600050,联通混改方案或已敲定：阿里腾讯百度可能都会参与,neutral,0.9999103546142578
600705,中航资本违规减持被罚 7个月后仍未履行处罚决定,negative,0.9996121525764465
2101,广东鸿图收购标的说不清的盈利,neutral,0.6432744860649109
600380,健康元28亿定增迷局,neutral,0.9999079704284668
002310,东方园林董事长何巧女：明后年市值千亿 年底有望签千亿合同,neutral,0.9999068975448608
600764,中船重工董事张英岱：中船重工十大产业板块分批上市 下一目标瞄准“新能源”,positive,0.5637624263763428
300571,平治信息多家供应商实地探访 登记住所竟是未竣工大楼,neutral,0.9999133348464966
002221,东华能源VLGC租约瓦解,neutral,0.9999109506607056
600570,曝国安扩股后最大股东已易主 未来话语权或旁落,neutral,0.9999128580093384
600818,"上海永久宣布入局共享单车全国投280万辆 市场会饱和吗？
",neutral,0.9999130964279175
300163,先锋新材进军乳业 并购结果“肥”了谁？,positive,0.9960687160491943
600485,信威集团实控人王靖质押项或已跌破平仓线 今日停牌,negative,0.9384232759475708
603558,袜业大亨陷商标侵权争议 健盛集团IPO或涉嫌信披隐瞒,neutral,0.999581515789032
600499,科达洁能4.7亿收购两公司股权 交易方现佛山照明前高管两子,neutral,0.9997734427452087
600810,神马股份涉78亿财务造假 首批投资者起诉索赔获受理,neutral,0.999815046787262
600265,重组预期尚未明朗 *ST景谷股价创历史新高,positive,0.9997718930244446
000767,三问漳泽电力：是谁将超标污水直接排入黄河？,neutral,0.9999136924743652
600197,伊力特拟定向增发股票融资，加速全国扩张步伐,positive,0.999777615070343
600221,海南航空子公司财报上演无厘头 三份数据打架谜题难解,negative,0.9979562759399414
603690,至纯科技小蜗牛背应收账款大包袱 新兴产业名不副实？,neutral,0.999910831451416
600530,交大昂立两股东减持套现两亿 股价骤跌引出投资者两大质疑,neutral,0.9997262358665466
300101,振芯科技实控人事件余波未了,neutral,0.9998792409896851
601179,中国西电将在菲律宾投资5亿美元建设232MW风光项目,neutral,0.9999144077301025
600074,保千里图雅丽获武器装备质管体系认证,neutral,0.999910831451416
600792,投资185亿打造“互联网+”产业示范城 昆明焦化厂转型为西南最大冷链物流基地,neutral,0.9999145269393921
600568,部队全面停止有偿服务正式启动 中珠医疗等项目或受冲击,neutral,0.9999053478240967
600351,亚宝药业等6企业珍菊降压片氢氯噻嗪含量偏低 存风险隐患,neutral,0.9999104738235474
600678,边凑钱边买壳 四川金顶新东家既不“朴素”也难言“至纯”,negative,0.9399493336677551
600401,A股“官司之王”海润光伏业绩又变脸 5年遭8次监管处罚,negative,0.9996155500411987
600810,神马股份近期将开庭 公司曾否认被投资者起诉,neutral,0.9999023675918579
600736,苏州高新参股九州证券，价格竟是中石化三倍！,positive,0.9996047616004944
600346,恒力股份关联收购财报现双版本,neutral,0.9999133348464966
603189,网达软件终止部分募投项目 圈钱还是断臂求生?,neutral,0.9999103546142578
603189,网达软件回应圈钱质疑避重就轻 公司被指隐瞒成本虚增收入,neutral,0.9998946189880371
600038,知情人士：中直股份考虑出售民用业务股份,neutral,0.9999133348464966
600422,昆药集团终止创新药物基建 4募投项目6年后变更3个,neutral,0.999390721321106
600250,南京惩戒严重失信企业 南纺股份在列,negative,0.9996178150177002
300315,掌趣科技高管套现30亿集体离场 留下56亿商誉地雷,neutral,0.9999107122421265
601607,上海医药和复星医药都盯上了德国史达德大药厂 或将发起又一次大型海外并购,neutral,0.9968344569206238
600196,复星医药或参与竞购非专利药商Stada,neutral,0.9998751878738403
600332,王老吉药业透露股东纠纷进展：广药今年有望回购同兴药业股权,positive,0.9966435432434082
600175,大忽悠九好集团幕后牵出美都能源子公司,positive,0.687463641166687
300420,五洋科技并购标的两版本采购总额相差千万元,neutral,0.9999121427536011
002359,齐星集团资金链断裂 36家金融机构存逾70亿信贷敞口,negative,0.9910065531730652
601777,79岁尹明善今宣布退休 陈卫将接任力帆股份董事长,positive,0.9996554851531982
603388,元成股份存货狂飙埋雷 海通证券保荐疑存灰色利益链,neutral,0.9999086856842041
000155,引入200亿元布局新能源电池项目 川化打响突围“关键战役”,neutral,0.9997641444206238
000010,美丽生态大股东被合作方申请破产清算,neutral,0.9999129772186279
600594,落子天津 益佰制药试水中医医生集团,neutral,0.9999035596847534
002820,桂发祥收入迷局：近五成现金销售七成无发票,neutral,0.9999135732650757
002155,湖南黄金旗下矿山安全隐患四伏 瞒报事故涉嫌信披违规,neutral,0.9998168349266052
603385,惠达卫浴七年七登质量黑榜 流动负债10亿上市前频分红,neutral,0.9999105930328369
600797,年报披露持股动向 机构调仓明显,neutral,0.9999078512191772
600666,强烈质疑奥瑞德涉嫌财务造假：诡异并购和三个子公司,neutral,0.9999089241027832
002630,华西能源投资41亿四川自贡建石墨烯产业化项目,neutral,0.9999110698699951
603999,东北特钢债权人：重组方是鞍钢，债务处置尚未有定论,neutral,0.9999146461486816
600228,*ST昌九股权转让雪上加霜 一壳难买逐渐变为一壳难卖,neutral,0.9999099969863892
002509,12公司重组“被坑” 并购资产成业绩“黑洞” 中水渔业被疑“忽悠式重组”,positive,0.9997462630271912
601018,中国港口巨头拟59亿美元投资印尼最大货运港,neutral,0.9999079704284668
600500,中化集团牵手阿里云 拟构建化工界天猫,neutral,0.9999063014984131
002615,哈尔斯陷专利侵权诉讼 4亿元项目存风险未公告,negative,0.9995359182357788
600577,精达股份变更互联网小贷投资主体 曾购买旗下P2P平台理财产品,neutral,0.9999139308929443
600393,粤泰深圳贤合旧改年底完成拆迁 住宅收入可达180亿,neutral,0.9999127388000488
300391,"周信钢数百万持股""消失""? 康跃科技:或因数据统计差异",neutral,0.9999113082885742
002130,沃尔核材信披虚实难辨 实控人内外腾挪为哪般,neutral,0.9999133348464966
600463,华大基因正式过会 相关概念股大涨,neutral,0.9980965256690979
002226,江南化工收购双版本,neutral,0.9999098777770996
002239,年内零部件企业套现额达整车企业4倍 猛狮科技等遭股东清仓式减持,neutral,0.99982088804245
300072,三聚环保百亿合同之谜,negative,0.9773968458175659
000650,英媒：仁和药业或考虑竞购Body Shop,neutral,0.9999121427536011
600654,中安消的自我救赎：停牌349个交易日难抵6亿筹码爆仓风险,neutral,0.9998596906661987
603599,广信股份环保遭投诉 增发或带病过关,negative,0.9995138645172119
601113,华鼎股份收购跨境电商问疑,neutral,0.9998961687088013
300262,巴安水务海外收购之谜：收购标的德国ItN连亏7年之重大信息竟未披露,positive,0.9997633099555969
002647,收购标的首份业绩亏损 民盛金科转型支付“很有信心”,positive,0.9997267127037048
000558,莱茵体育1.9亿英镑收购南安普顿获英超批准,neutral,0.9998718500137329
300116,坚瑞沃能业绩暴增千倍：隐形关联方操纵巨额订单,positive,0.9997627139091492
002075,沙钢股份斥资258亿元转型数据中心，形成特钢外第二大主业,neutral,0.9999110698699951
603993,市场消息称洛钼放弃收购Freeport钴矿,neutral,0.9999125003814697
600848,外媒称特斯拉将在上海临港建厂，可能和上海电气开展合作,neutral,0.9998914003372192
603599,"
广信股份定增在即环保问题未解 澄清公告与环保局报告相左",neutral,0.999799907207489
601727,特斯拉国产落定：与上海电气签合资协议,neutral,0.999914288520813
600401,海润光伏在建项目被指严重违规 回应称因市政府强化政绩所迫,negative,0.9994863271713257
600803,两民企加大浙江能源投资 天然气市场化提速,positive,0.9994708895683289
600281,太化股份高管辞职助力重组 关联方悄然入驻坐等升值？,neutral,0.9999133348464966
600074,保千里假协议虚增重组估值东窗事发 获利数十亿罚款235万元,negative,0.9991750121116638
600346,恒力股份：拟注入资产发生故障陷入停产,neutral,0.9999133348464966
600271,又一家支付公司要卖！易宝即将卖身航天信息,neutral,0.9999133348464966
300663,求职少年李文星之死,neutral,0.8441015481948853
603730,岱美股份财务疑点多 负债11亿实控人4年4亿分红进腰包,neutral,0.999885082244873
600596,杭州工商信托6.26%股权易主 不到两年估值缩水超三成,positive,0.9869794845581055
603538,50亿元博美基金助力医药产业集群发展,neutral,0.9999088048934937
601766,联通混改方案出炉:14家战略投资者 BAT全部入局,neutral,0.9999103546142578
600208,7400亿的谎言 庄家再出新花招割韭菜,neutral,0.9999065399169922
600053,"
又一个300亿！九鼎再创资本运作新高度",neutral,0.9999058246612549
601228,媒体：广州港停止煤炭进口 数十艘运煤船在外海徘徊,neutral,0.9999117851257324
600075,涉价格垄断PVC企业纷纷遭罚 英力特、天原集团共被罚2400万,negative,0.9996156692504883
603566,我国首个猪用基因工程疫苗将上市,neutral,0.9999127388000488
000417,腾讯与合肥市战略合作 新零售业务成重要看点,neutral,0.999887228012085
600332,广药白云山国际医疗器械创新园落户广州开发区,neutral,0.9999120235443115
000651,格力空调将入股天津一汽 业务重组百利或将出局，夏利转型新能源,neutral,0.9999139308929443
002176,江特电机上演生死时速 21亿补贴背后的资金链隐忧,neutral,0.9992676377296448
600401,孟广宝否认“掏空”海润 称目前仍被海润欠款,negative,0.9993177652359009
002787,华源控股收购标的营收失真，巨额采购资金去向不明,neutral,0.9174377918243408
300104,乐视网将引入新投资者，具体信息或将很快公布,neutral,0.9999115467071533
300104,万达与恒大或将联手入股乐视网,neutral,0.9999134540557861
600624,复旦复华旗下中日医疗健康产业基地开园在即,neutral,0.9998950958251953
600576,祥源文化欠薪事件始末：赵薇走后留下一地鸡毛,neutral,0.9998831748962402
600882,广泽股份携财团收购西澳州老牌乳企Brownes,neutral,0.9999115467071533
300332,天壕环境拟变更1.4亿募资用途 时隔一年对MBR膜项目态度生变,neutral,0.9999103546142578
002750,360之后，万达的壳也水落石出了？,neutral,0.9999111890792847
300709,"精研科技毛利率三连冠 董事长""被揪""是老赖公司大股东",neutral,0.9999122619628906
300084,海默科技经营持续不善，溢价并购遭遇“李鬼”公司,negative,0.9992597699165344
300713,英可瑞上市募资大头买理财 两媒体质疑虚增销售收入,neutral,0.9995784163475037
000673,永乐影视自降身价欲嫁当代东方 疑点多:或涉虚增利润,neutral,0.9985066056251526
600933,爱柯迪产能利用率下滑募资15亿 9亿资金暂时变更用途,neutral,0.9991466999053955
002761,产品屡登质量黑榜 多喜爱业绩不振门店缩水,neutral,0.9999094009399414
600074,保千里新实际控制人简历现疑点,neutral,0.9999072551727295
603168,一年狂卖7.5亿的洗脑神药，请放过中国老人,neutral,0.9999105930328369
002864,盘龙药业虚构募投项目？ 屡登黑榜券商定价上限15元,neutral,0.9999092817306519
603776,“共享单车第一股”永安行进退两难：核心业务拉响出局警报，新业务深陷亏损泥潭 ,negative,0.9996157884597778
600933,爱柯迪募资15亿维持原状 需核查募投项目有无造假,neutral,0.9998996257781982
000912,披星戴帽 *ST天化连续四跌停,neutral,0.9979578256607056
603110,东方材料应收账款或存坏账风险 大客户已成失信人,negative,0.9996142387390137
600381,“极草5X”代理商在产品叫停后仍在淘宝销售，被判十倍赔偿,positive,0.9971060156822205
603501,闻泰科技母公司转让北京豪威股权 待嫁“公主”命运再转机 ,neutral,0.999914288520813
300091,金通灵高溢价并购谜团,neutral,0.6494245529174805
000935,IDG资本会把养了两年的区块链资产注入四川双马吗？,neutral,0.9998977184295654
300378,鼎捷软件上市后业绩“变脸” 涉IPO财务造假！,neutral,0.9999097585678101
600884,杉杉股份：石墨烯导热垫研究成果已应用于中兴通讯,neutral,0.9999147653579712
600518,"康美药业""大爱无疆""完美面目下 被曝或涉传销行为",neutral,0.999800980091095
300017,腾讯加码云计算对抗阿里 大金额入股网宿科技,neutral,0.9999091625213623
600100,同方股份黄俞：同方威视或寻求美国或香港上市,neutral,0.9999130964279175
600690,外媒称海尔计划在德国上市 将成首个发行D股中国企业,neutral,0.9999141693115234
300104,孙宏斌对乐视网彻底心灰意冷？上任只8个月就宣布裸退,neutral,0.9998899698257446
300104,乐视网新的接盘方 有可能是来自互联网的顶级企业,neutral,0.9999127388000488
002194,武汉凡谷财务造假或为实际控制人减持打掩护,neutral,0.9999035596847534
002671,龙泉股份涉嫌信披违规,neutral,0.9936654567718506
601989,外媒：国务院原则批复中船集团与中船重工合并,neutral,0.9999139308929443
600781,辅仁药业管理或失控 子公司涉嫌传销,neutral,0.9977535605430603
000509,华塑控股拟购资产存重大造假嫌疑 股改往事发人深省,neutral,0.9999008178710938
600729,重庆百货启动混改挂牌转让在即 阿里系入局猜想？,neutral,0.9999127388000488
600238,海南椰岛销售之谜：经销商蹊跷退货 客户藏身办公室,neutral,0.9999111890792847
300459,金科文化75亿并购隐患：60亿商誉压顶，前期项目已暴雷,neutral,0.9998075366020203
300302,同有科技董事长被指做庄 42个交易日股价反转上涨超80%,neutral,0.999874472618103
300302,同有科技董事长被指做庄始末：疑似秘密协议代持,neutral,0.999913215637207
603877,太平鸟设局宁波中百 收购背后关联老鼠仓账户早已建仓,neutral,0.9998716115951538
600057,象屿股份疑通过厦门象道接盘北八道：后者被重罚56亿,negative,0.9995760321617126
600060,海信电器赢得收购斯洛文尼亚Gorenje的竞标,positive,0.9994961023330688
002354,“娱乐大玩家”朱晔被立案调查 曾涉多宗知名交易,neutral,0.9998868703842163
601599,业绩变脸仅完成24% 鹿港文化惹证监会问询,neutral,0.9999068975448608
300117,陕西部分光伏扶贫项目烂尾：资金短缺，工程反复，涉嫌层层分包,negative,0.9993312358856201
002199,东晶电子担保书惊现萝卜章？ 苏思通:被内外勾结做局,neutral,0.9999136924743652
000939,独家 | 借道关联交易三年套取资金超400亿，大股东成凯迪生态危机祸首？,neutral,0.9999029636383057
600057,微博大V实名举报浙能富兴影响煤价 痛宰厦门象屿,neutral,0.9999099969863892
002366,台海核电1.5亿诉讼未公告 涉嫌信披违法,negative,0.9993526339530945
300027,突发！华谊兄弟忽然质押几乎全部股权，疯狂套现！,neutral,0.999910831451416
300317,投之家获得4.09亿元B轮融资 上市公司母公司持股55%,positive,0.9981155395507812
600307,酒钢宏兴子公司翼钢悬疑：停产3年净资产蒸发近20亿,neutral,0.9999096393585205
600702,舍得酒业拟投1亿做商业保理 董事长刘力被批不务正业,neutral,0.9999027252197266
600781,辅仁药业重组又起风波，10亿账面现金付不出4亿并购尾款？,neutral,0.9999021291732788
300104,许家印买下贾跃亭的FF 恒大67亿入股45%成第一大股东,neutral,0.9999077320098877
600735,新华锦重大事项未公告 疑当“白手套”获利千万,neutral,0.9999117851257324
600771,广誉远财务数据异常 82倍溢价收购业绩未达标,neutral,0.9994274377822876
002183,怡亚通盈利的虚与实,neutral,0.9998468160629272
601599,7亿巨制《曹操》或搁浅：总制片人吴毅陷2.3亿版权纠纷,positive,0.9982550740242004
002509,天广中茂25亿并购净利虚增11亿 股东2年套现12.8亿偿债压力临近,positive,0.9997592568397522
600080,长安城内长安花：金花股份故事会,neutral,0.9999090433120728
002253,川大智胜研发资本化高达90%，转移利润或侵害小股东利益,neutral,0.9998990297317505
300251,突击融资70亿 光线或百亿级并购星美院线,neutral,0.9999099969863892
002044,美年大健康：如果人死了，你就只能挣一次钱了！,neutral,0.9999097585678101
600053,九鼎要发ICO？“九鼎币”将横空出世,neutral,0.9999117851257324
000543,分步走规避股东大会审议 皖能电力再启神皖能源收购,neutral,0.9999101161956787
000662,天夏智慧陷阱：实控人狂刷业绩掩护出逃 4亿营收实进账3000万 ,neutral,0.9988484382629395
002483,润邦股份与关联方交易额真伪难辨,neutral,0.9998862743377686
600584,长电科技高管大震荡 原董事长辞职募投项目调整,neutral,0.999908447265625
300244,危险的迪安诊断,neutral,0.5833552479743958
300558,贝达药业明星药陷专利纠纷 团队分崩离析,negative,0.9996035695075989
603169,“一代妖股”兰石重装的 IPO 之谜：甘肃省 原省委书记之子 1 元入股,neutral,0.9999123811721802
300538,同益实业公司债违约 西部证券称已成立风险化解和处置工作小组,positive,0.5496833920478821
600462,深圳国资百亿驰援资金进展：部分上市公司已拿到援助,neutral,0.9897136688232422
600166,传恒大正接触福田汽车 目标为宝沃67%股权,neutral,0.999914288520813
002701,中国国际经济贸易仲裁委员会：中国红牛经营期限为20年,negative,0.9995927214622498
002228,合兴包装的资本包装术：靠会计算法虚增2.9亿利润背后的3年并购大布局 ,positive,0.9997665286064148
300026,A股最奇葩敲诈案 红日药业董秘付2099个比特币买平安,neutral,0.9999129772186279
000659,举牌方身份特殊 珠海中富未来或现控制权之争,neutral,0.9999140501022339
600645,起底生命汇：靠干细胞赚钱，中源协和卷入，多名投资大鳄参与,positive,0.9996589422225952
600381,被法院列为“老赖”青海春天回应：早已清偿完毕有关债务,neutral,0.9999122619628906
600061,国投资本三宗案件1.5亿踩雷金盾股份 一宗被中止诉讼,neutral,0.9998795986175537
300332,基因编辑婴儿被“炮轰” 天壕环境“跨界投基因”昨涨停,negative,0.999448835849762
603601,新三板摘牌公司维艾普“猝死”调查 再升科技难撇关系,negative,0.9868860244750977
