标题,链接,发布时间,内容
坐稳了,"https://guba.eastmoney.com/news,600346,679267447.html",2017-07-24 07:31:05,坐等上涨。
都消停点会死啊，一涨就特么出来瞎说，一说就跌,"https://guba.eastmoney.com/news,600346,689445012.html",2017-08-07 10:41:24,都消停点会死啊，一涨就特么出来瞎说，一说就跌
回探成功，继续上攻,"https://guba.eastmoney.com/news,600346,689433931.html",2017-08-07 10:27:09,回探成功，继续上攻
8月7日恒力石化美金PTA现货主港自提价格持平 2017-08-07 09:08,"https://guba.eastmoney.com/news,600346,689429775.html",2017-08-07 10:25:18,"8月7日恒力石化美金PTA现货主港自提价格持平
2017-08-07 09:08 生意社
生意社08月07日讯
　　8月7日，恒力石化公布美金PTA现货主港自提报价为700美元/吨，与上一交易日价格持平。"
今日又有许多被洗的,"https://guba.eastmoney.com/news,600346,689418648.html",2017-08-07 10:13:06,今日又有许多被洗的
价值投资，笑死人了。,"https://guba.eastmoney.com/news,600346,684185382.html",2017-07-29 16:47:33,那些思想顽固不化分子，出来走两步，真的不识好
大家心情怎样我说要在十块之中又要套很多人呢有人不信还骂我,"https://guba.eastmoney.com/news,600346,689405382.html",2017-08-07 10:00:03,大家心情怎样我说要在十块之中又要套很多人呢有人不信还骂我
缺口是要回踩补回来的,"https://guba.eastmoney.com/news,600346,689406102.html",2017-08-07 10:00:25,缺口是要回踩补回来的
怎样大家上当了吧出公告一出就没好事,"https://guba.eastmoney.com/news,600346,689382203.html",2017-08-07 09:35:18,怎样大家上当了吧出公告一出就没好事
最后2天，10元以下机会。,"https://guba.eastmoney.com/news,600346,689396669.html",2017-08-07 09:50:19,
再不跑就等着挨刀吧,"https://guba.eastmoney.com/news,600346,689377450.html",2017-08-07 09:30:31,再不跑就等着挨刀吧
股市越骗越低。汽油越降越高,"https://guba.eastmoney.com/news,600346,645770347.html",2017-05-23 13:26:19,股市越骗越低。汽油越降越高
《工业机器人行业规范管理实施办法》印发 受益,"https://guba.eastmoney.com/news,600346,689353988.html",2017-08-07 08:49:13,资金态度谨慎做多合力还未形成
资本市场要崇尚科学、科学发展观！,"https://guba.eastmoney.com/news,600346,689348998.html",2017-08-07 08:31:13,创业板绝地反击，能否带大盘再创新高？
"真好我们市场又找到理由,美国股市开始下跌了.所","https://guba.eastmoney.com/news,600346,684026382.html",2017-07-29 12:10:20,赌盘，两个4位数中奖号码
今天是次新股，高送转的跌停重灾厂区，机会是跌,"https://guba.eastmoney.com/news,600346,683899965.html",2017-07-29 06:44:50,等到长阳后下文才是大家最关心的
“中国梦 恒力梦”恒力炼化一体化项目系列报道 2017-07-29 恒力集团,"https://guba.eastmoney.com/news,600346,684384547.html",2017-07-30 06:31:33,"“中国梦 恒力梦”恒力炼化一体化项目系列报道
2017-07-29 恒力集团


“亲自抓，带头干，撸起袖子加油干”

“中国梦 恒力梦”
恒力炼化一体化项目系列报道
7月20日，污水处理场炼油线的二沉池迎来蓄水试验的“第一缕清泉”。自4月土方开挖第一铲以来，截止到7月20日污水处理场的土建阶段已进行了98天。

图为污水处理场炼油线二沉池蓄水试验
二沉池蓄水试验作为污水处理场第一个竣工的主体结构施工质量迎来各方面全方位的检验。
恒力炼化一体化项目最新进展图集欣赏

中间罐区施工现场

煤制氢磨煤机厂房施工现场
环保储煤棚施工现场

奋战在项目一线的施工队
恒力炼化项目最新建设节点
1#芳烃联合装置：
7月18日，歧化单元甲苯塔基础整体施工完成；
7月17日，二甲苯单元1号二甲苯重沸炉基础整体施工完成；
7月14日，歧化单元重芳烃塔重沸炉、歧化进料加热炉基础整体施工完成；
润滑油异构脱蜡装置：
7月20日，润滑油异构脱蜡装置产品汽提塔、减压塔、轻润侧线汽提塔、中润侧线汽提塔基础施工完成；
7月6日，反应进料加热炉基础和减压塔进料加热炉基础施工完成；
沸腾床渣油加氢裂化装置：
7月11日、12日沸腾床渣油加氢裂化装置A、B两系列分馏系统六个塔设备（分馏塔、柴油侧线汽提塔、HAGO侧线汽提塔）基础施工全部完成；
蜡油加氢裂化装置：
7月20日 ，混合蜡油加氢裂化装置过汽化油塔完成混凝土浇筑；
7月12日，直馏蜡油加氢裂化装置反应加热炉承台基础完工；
7月7日，直馏蜡油加氢裂化装置加氢精制反应器、加氢裂化反应器承台基础完工，土方回填完毕；
7月6日，混合蜡油加氢裂化装置一段精制反应器、一段裂化反应器承台基础完工，土方回填完毕；
煤油加氢装置：
7月24日，煤油加氢装置反应进料加热炉基础施工完成；
7月18日，煤油加氢装置主管廊基础施工完成；
7月5日，反应器及构架、分馏构架、反应进出料换热器六台、产品分馏塔、低压分离罐、循环氢压缩机入口分液罐、缓蚀剂罐基础施工全部完成；
柴油加氢裂化装置：
7月22日，柴油加氢裂化装置汽提塔、分馏塔、石脑油稳定塔、石脑油分馏塔AB两系列共8台塔基础全部浇筑完成；
7月15日，柴油加氢裂化装置一段反应进料加热炉、二段反应进料加热炉、分馏塔底重沸炉AB两系列共6台加热炉基础全部浇筑完成；
7月14 日，柴油加氢装置B系列主管廊基础开始浇筑。
目前，国务院发文重点支持的恒力2000万吨/年炼化一体化项目正在紧锣密鼓建设中，预计2018年10月建成投产。届时，恒力集团将实现“原油—芳烃—精对苯二甲酸（PTA）—聚酯（PET）—民用丝及工业丝—织造”的完整产业链，企业各项营业收入和利润率将进一步实现跨越式增长。


关
展开阅读全文"
吴梵子：4月10号现货黄金原油走势分析，金价短,"https://guba.eastmoney.com/news,600346,689319859.html",2017-08-07 05:55:37,奶业部际联席会议召开 推奶业供给侧改革
去IOE概念股有哪些？去IOE概念龙头股一览 　　名词解释 去IOE概念股有哪些,"https://guba.eastmoney.com/news,600346,684525033.html",2017-07-30 16:41:18,"去IOE概念股有哪些？去IOE概念龙头股一览
　　名词解释
去IOE概念股有哪些？去IOE概念龙头股一览
　　近期市场关于去IOE的讨论渐趋增多。就字面概念来说，IBM是服务器提供商，Oracle是数据库软件提供商，EMC则是存储设备提供商，三者构成了一个从软件到硬件的企业数据库系统。由这三驾马车构成的数据库系统几乎占领了全球大部分商用数据库系统市场份额。我国石油、通信等行业类等关系到国计民生，甚至关系到国防、政治安全的公安、部队也使用这一系统。由于IOE所涉及的企业均属于外资企业，因而，使用这一系统可能会影响着我国信息安全。为此，我国在近年来一直努力去IOE化，进而说明整个IOE产业系统所涉及的相关上市公司业绩有望出现加速的态势。
华东电脑（行情 股吧 买卖点）：公司以中国电子科技集团华东计算技术研究所为依托，主营业务为信息系统、弱电工程、软件工程开发等，公司定位于提供全面解决方案为核心的软硬件集成供应商，发展以系统和网络集成为特色的业务，选择具有较高科技含量、集成度较高的IT业相关服务项目为公司的核心产品。
芯片 拥有广阔成长空间
　　据市场研究中心统计显示，昨日芯片板块内的国民技术实现涨停，除此之外，北京君正、紫光国芯、大唐电信、上海贝岭、士兰微、中颖电子等个股均有显著涨幅。
据悉，酝酿许久的国家集成电路扶持细则预计将于近期出炉，这次国家集成电路扶持基金总额达1200亿元。而这将是国内集成电路产业最大规模的扶持基金，超过了这个行业过去十年的研发投入总额。巨额的扶持基金体现出监管层对于我国芯片国产化的重视，作为我国自主芯片的龙头，紫光国芯值得特别关注。紫光国芯是集成电路设计专业企业，核心业务包括智能卡芯片设计和特种集成电路两部分。公司二代身份证芯片、电信SIM卡系列芯片、金融支付类智能卡芯片等核心产品技术水平居于国内领先地位。
　　对于芯片概念的投资机会，平安证券表示，现阶段各行各业采用国产化芯片的比重极低，市场成长空间巨大。基于此，国内集成电路企业主要有：芯片设计企业包括紫光国芯、国民技术、北京君正、士兰微等；芯片封装测试企业主要有：长电科技、晶方科技、通富微电、华天科技等。
卫士通 点评报告:信息安全“国家队”的属性愈发明显
4月10日，中国电子科技集团公司与成都市签署战略合作框架协议，决定建立长期稳定的战略合作伙伴关系，共同在成都大力发展网络信息安全产业。
　　按照协议，中国电科将根据国家安全战略发展需要及成都市发展战略，充分发挥国家军工电子科技的品牌、技术、人才及资金优势，整合资源，将成都作为中国电科信息安全技术和产业发展的核心区域，在未来3年内，努力将成都建设成为“国内卓越、世界一流”的网络信息安全新技术、新产品研发总部及网络信息安全产业基地和网络信息安全人才聚集地。
　　协议明确，双方将重点在以下领域开展合作:一是共同建设国家示范网络信息安全产业园；二是共同打造网络信息安全产业链；三是共同推动“时频·通导”产业发展；四是共同推动通用航空产业发展。
　　评论:
　　合作凸显信息安全大主题中国电科拥有雄厚的科研实力和人才队伍，包括三十所在内的多个在蓉单位是集团公司的重要组成部分和拓展西部事业的重要战略基地，而成都是中国重要的信息安全产业基地和军工产业基地，信息安全产业连续十年保持30％以上的增长。我们认为，双方共同建设国家示范网络信息安全产业园既符合地方政府对城市的定位，也符合中国电科的发展规划，从更高层面看则是对国家安全战略的高度重视和强有力的贯彻落实。根据中国电科集团公司高层此前的表态:“未来两三年内，集团公司对产业化基地的投入将超过百亿，产业化基地2018年的产值目标是三百亿。”双方的战略合作可以达到双赢，不仅能为成都市引入更多的项目投资，迎来新一轮发展机遇，也可以推动中国电科在信息安全产业规模做大做强，得到更多的政策支持。
　　卫士通:信息安全“国家队”的属性愈发明显根据集团公司的定位，应由中国电科三十所牵头与成都市对接，共同开展后续工作。卫士通作为三十所在信息安全产业的主要业务开展单位，将成为此次战略合作主要的任务承担者。此前，公司公告拟收购三十所旗下的三家公司股权，若完成，中国电科集团体系内信息安全产业将实现资源整合，形成从芯片、模块、安全终端、应用软件、系统集成、解决方案、安全服务的全产业链布局。我们认为，三十所已经将卫士通定义为“信息安全产业的集大成者”，作为牵头单位，三十所将把合作中最重要的落实角色赋予卫士通，相信在未来的三年内，卫士通将在建设国家示范网络信息安全产业园、打造网络信息安全产业链方面体现出应有的作用，在承担国家级研发任务、承接重大信息安全项目、完善信息安全产业链、提升信息安全技术水平等方面作出重要贡献。"
国内期市开盘黑色系走弱 铁矿石跌超2%,"https://guba.eastmoney.com/news,600346,689317854.html",2017-08-07 05:39:25,超越恒大概念股，参与万达私有化，皇氏集团0023
W195110 出来一次 股价新低一次 哈哈哈,"https://guba.eastmoney.com/news,600346,689316755.html",2017-08-07 05:30:14,基金经理寄望债市“新慢牛”
深套八年a,"https://guba.eastmoney.com/news,600346,689287120.html",2017-08-07 01:44:31,王健林的豪赌终点：规模庞大的债转股！股东，是
新增保险资金，叫做保赢一号。真保赢吗？,"https://guba.eastmoney.com/news,600346,689286920.html",2017-08-07 01:44:10,新增保险资金，叫做保赢一号。真保赢吗？
今天   7.5见,"https://guba.eastmoney.com/news,600346,549098374.html",2016-09-07 09:36:27,今天 7.5见
今日大跌感觉,"https://guba.eastmoney.com/news,600346,680384492.html",2017-07-25 09:35:12,今日大跌感觉
快上车，冲破11的时候快到了，信不信由你,"https://guba.eastmoney.com/news,600346,683704132.html",2017-07-28 19:08:06,快上车，冲破11的时候快到了，信不信由你
脑壳好昏：沪综指再创新高个股杀跌态度坚决咋整,"https://guba.eastmoney.com/news,600346,689262685.html",2017-08-06 23:23:35,创业板反弹 50，300蜗牛翻转 如此而已[
"雄安新区+核电核能+新能源概念, 强势拉升, 再创","https://guba.eastmoney.com/news,600346,689258231.html",2017-08-06 23:01:15,齐仕文投资技巧闲谈之四大零容忍坚决说不
恒力陈建华完善企业产业链，争创世界一流企业,"https://guba.eastmoney.com/news,600346,688959313.html",2017-08-05 20:21:42,"1994年，在改革开放的大潮中，陈建华以369万元镇办织造厂，经过20多年的风风雨雨，恒力集团已经发展成为以化工化纤为主业的多元化国际型企业。


近年来，集团董事长陈建华高瞻远瞩，不断推动“炼化一体化”项目建设，使企业逐渐形成炼化、石化，聚酯新材料，织造和装备制造等上下游一体的全产业链布局，并包含热电、地产等多元化业务，不断提升企业的盈利能力，也为企业的未来发展创造了条件。

2017年年初，在董事长陈建华的推动下，恒力股份加大对“恒力2000万吨/年炼化一体化项目”的建设，并推动恒力化工板块的整体上市。“恒力2000万吨/年炼化一体化项目”建成之后，恒力股份将形成“原油-芳烃—PTA—聚酯—民用丝及工业丝”的完整产业链。同时，也实现了恒力石化所需PTA生产原料对二甲苯的自给自足，从而大大降低了采购原料的成本，进一步增加了企业的盈利能力和抗风险的能力。
在恒力集团董事长陈建华的带领下，恒力集团不断自主创新，完善研发体系，逐步形成完整产业链布局，为争创世界一流企业奠定了坚实的基础。"
民企石化巨头，定价权具备强大的实力,"https://guba.eastmoney.com/news,600346,688864250.html",2017-08-05 15:28:02,"600346恒力股份
恒力股份历经 15 年的发展，现已成为国内涤纶长丝龙头企业。其主营业务为民用丝、工业丝和热电，现有苏州、宿迁、南通三大产业基地，拥有涤纶民用长丝产能 140 万吨、工业长丝产能 20 万吨、聚酯切片产能 50 万吨，另有营口基地 16 万吨工程塑料产能和 20 万吨聚脂薄膜产能，我们在wx公众h（策略帮）里认为公司已经成为国内最大的化纤企业之一，综合竞争力长期位居行业首位。

涤纶需求旺盛、库存偏低
2016 年 G20 峰会期间江浙地区化纤厂限产停产，涤纶长丝库存低位叠加后期进 入需求旺季，涤纶长丝表现不俗，产品-原材料差价较前期提升，涤纶民用长丝企业业绩大涨。
2017 年环保风波不断，下游纺织、印染停限产印发业内恐慌，涤纶订单提前， 行业于夏季传统淡季时走出靓丽行情。目前涤纶长丝库存处于历史低位，据旺季时点已不远，库存效应或继续延伸，助力涤纶长丝盈利高位维持。

恒力涤纶民用长丝品质优良，毛利率高于行业平均
恒力股份涤纶长丝产能共计 160 万吨，其中涤纶民用丝产能 140 万吨，工业丝 20 万吨。不同于以低附加值 POY 长丝为主要产品的其他公司，公司产品多为盈利能 力较强的产品，公司民用长丝以 FDY 为主，产能约为 110 万吨，FDY 产品集中于细旦、高端、高品质领域，产品价格较同行业的同类型号产品高 500-1000 元/吨。
公司涤纶长丝产品集中于 20D-100D，100D 以下的 FDY 产品产量产比达到 60% 以上，50D 以下产品的产量占公司总产量的 25%左右，竞争优势明显。目前国内 10D 以下 FDY 产品仅恒力能够生产，且是目前国内唯一一家能够生产规格 7D 产品的公 司，使得公司产品较同行业具有更高的毛利率。

受益集团整体上市
恒力集团始建于 1994 年，起步于织造，逐步发展成为以石化、聚酯新材料、织造等三大板块为主业， 热电、机械、金融、酒店等多元化协同发展的大型企业集团。2016 年恒力集团总营收 2516 亿元，位列中国企业 500 强第 65 位、中国民营企业 500 强第 8 位，连续五年列中国长丝织 造行业竞争力第一位。目前集团拥有 660 万吨 PTA 年产能、14.2 亿米织造年产能。
公司为集团旗下唯一上市平台，受益集团整体上市。恒力集团正加快推进集团整体上 市进程，逐步实现聚酯新材料、石化、炼化等核心业务在上市公司平台的产业链一体化营。

注入 PTA(精对苯二甲酸)、炼化资产，加快上下游一体化进程
恒力集团于 2010 年起布局涤纶上游 PTA 产业，先后建成 3 套 220 万吨/年 PTA 装置，现已达成 660 万吨/年 PTA 产能，可为聚酯产品提供足够原料；并于 2014 年着 手向 PTA 上游进军，布局原油-PX 炼化一体化产业，拟建设 2000 万吨/年炼油装置， 为 PTA 提供 PX 原料，实现聚酯产品全产业链。
公司于 2017 年 1 月 25 日发布重大资产重组预案，拟向范红卫、恒能投资和恒峰投资发行股份购买恒力投资 100%股权和恒力炼化 100%股权，将二者旗下 660 万吨/ 年 PTA 资产和 2000 万吨/炼化一体化资产注入上市公司，同时募集配套资金用于 2000 万吨/年炼化一体化项目的建设，借力资本市场加速一体化进程。
标的资产作价 115 亿元，恒力股份拟发行 16.79 亿股，发行价格为 6.85 元/股， 同时承诺 2017~2019 年恒力投资净利润分别不低于 6 亿元、8 亿元和 10 亿元。交易 完成后（不包含配套资金），恒力集团及一致行动人将持有上市公司 84.05%的股权。

PTA 静待行业底部回暖
2016 年后 PTA 企稳，当前价差明显扩大。PTA 行业的周期性十分明显，我们以 PTA-0.66*PX 价差为例，在 2010 年平均为 2400 元/吨，从 2011 年起价差逐年下降，目 前价差长期在 400-600 元/吨的范围内波动。在经历 2015 年原油价格波动及市场闲置产能 逐渐出清后， 2016 年全年至今，受国际原油价格企稳及下游聚酯纤维和纺织行业向好等 原因影响，PTA 行业景气度回升并呈现复苏态势，PTA 价格呈现稳中有升的态势。目前 2017 年一季度的 PTA 平均售价高于 2015 年和 2016 年的平均水平，今年 7 月底已经扩大 到 1500 元/吨，行业盈利水平持续回暖。

目前国内约 4900 万吨 PTA 产能中，排名前五的逸盛、恒力、翔鹭、中石化和远 东产能占比共计 67%左右，行业集中度较高，但同时装置新旧程度不一，生产成本、 运输成本差异化明显，例如长期关停的扬子石化两套装置、珠海 BP 的一套装置以及 辽阳石化的两套装置等。虽然远东、翔鹭部分装置存在复产可能性，但由于行业目前 整体处于低迷的状况，装置重启具有不确定性，而装置的重启将进一步加深加剧行业 竞争，或加速落后产能的退出，我们认为 PTA 行业在景气度持续低迷的大背景下有 望迎来洗牌，后期行业龙头话语权将进一步集中，静待行业整体反转。

炼化一体化项目装置工艺先进，竞争力世界领先
我们认为公司本次重大资产重组最大的亮点是恒力炼化 2000 万吨炼化一体化项 目，该项为辽宁省重点项目，规模优势明显，引进国外先进工艺设备，综合商品化率较高且成本较低，竞争力强，未来有较大的想象空间。
从整体的聚酯产业链来看，上游 PX 随油价波动，下游聚酯随纺织服装景气度变化。我国 PX 国内产能供应不足，对外依存度较高，我国 PTA对上游议价能力较低，PTA过去几年投放较多造成产能过剩，同时 聚酯行业增速放缓，使得 PTA 难以转嫁成本到下游。当前聚酯需求回暖，预计未来将较为稳定，而 PTA 经历了一轮下降周期之后，也逐渐企稳，随着未来几年本土 PX 的供应增加，国外厂商议价能力将降低，产业利润有望从国外向本土转移，同时聚酯产业链上游 PX 利润 有望逐渐向 PTA 转移，使得 PTA 龙头优势将更明显，而选择发展上游的龙头企业，除了实 现自主原材料，盈利也会更稳定。

发展潜力
恒力集团依托化纤产品在业内的实力与地位，从 94 年开始逐步发展上游，从纺织到聚酯纺织，再到 PTA、最后到炼 化，战略与国内外优秀企业相同,比如韩国的 SK 化学前身为鲜京织物，后来逐步从织物跨越到了聚酯原丝的生产并最终完成了到上游石油化学产业的纵向整合，成为了一家“世界 500 强”的全球领先的化工能源企业,我们在wx公众h（策略帮）里认为公司从“纤维制造到石油化工”完整产业链的纵向整合，未来有望成为优秀的民企石化巨头。

免责声明：投资观点仅供参考，不构成买卖投资依据。
展开阅读全文"
周一发新股 下午怎能不放红,"https://guba.eastmoney.com/news,600346,686375130.html",2017-08-02 10:38:43,兵熊熊一个，将熊熊一窝。
600346恒力股份:东北最大的民营投资企业，现已投资256亿拥有亚洲最大的炼油,"https://guba.eastmoney.com/news,600346,687245206.html",2017-08-03 11:06:17,600346恒力股份:东北最大的民营投资企业，现已投资256亿拥有亚洲最大的炼油厂、丙纶和化纤、末端工程发电、产生蒸汽用于生产用汽、电力用于生产、余额电力和蒸汽用于创汇！公司又利用当地地理位置在建两台30万超压燃气机组，讲缓解当地客户用电、为公司长期发展打下良好基础！500百亿大连长兴岛投资正在有序进行，大连开发区炼油厂和储油由于给当地百姓安全构成威胁，恒力股份即将担起亚洲最大炼油和储油企业！
朗玛信息300288错过了方大炭素，不能再错过它,"https://guba.eastmoney.com/news,600346,689255278.html",2017-08-06 22:47:09,史上最严整改大限来临，P2P网贷平台两头受压压
那天是晴天,"https://guba.eastmoney.com/news,600346,689255401.html",2017-08-06 22:46:50,大夫给我说的是对的
明天大跌！,"https://guba.eastmoney.com/news,600346,687529366.html",2017-08-03 15:34:59,快出货吧。
主力拉高为了明天出货,"https://guba.eastmoney.com/news,600346,687686805.html",2017-08-03 18:20:04,不要当了接货大侠，10-11元是筹码套牢区。有的逢高出货。
拉不起来了！,"https://guba.eastmoney.com/news,600346,686341783.html",2017-08-02 10:10:00,拉不起来了！
这半小时关键了,"https://guba.eastmoney.com/news,600346,686588532.html",2017-08-02 14:20:00,
江苏恒力董事长陈建华坚定推进资产重组,"https://guba.eastmoney.com/news,600346,686896262.html",2017-08-02 21:01:42,"江苏恒力集团董事长陈建华在恒力大连PTA基地建成运转后，又有大动作。从今年上半年开始，陈建华计划对恒力集团化纤板块业务主体恒力股份实施重大资产重组。


据知情人透露，本次资产重组的主要内容，是恒力股份拟发行股份购买恒力投资100%股权和恒力炼化100%股权。而本次重组所募集到的配套资金净额，将用来支持之前备受各方关注的“恒力2000万吨/年炼化一体化项目”的建设，帮助恒力集团打造一条完整的产业链，增强自身的核心竞争力。

这份重组方案一经发布，就受到了十分广泛的关注。有券商评论认为，随着恒力股份资产重组的推进，恒力股份的产业链更加完善，企业的盈利能力将不断提高。

据了解，恒力集团董事长陈建华正在十分坚定地推进恒力股份的重组事宜。据业内人士分析，一旦恒力集团形成“原油—芳烃—PTA—聚酯—民用丝及工业丝—织造”的产业链，其市场竞争能力都得到巨大的提高。"
07月19日(周三)大盘前瞻:这根放量长阴需要慢慢,"https://guba.eastmoney.com/news,600346,689210777.html",2017-08-06 19:51:30,现在的科大智能300222就是将来的苹果和腾讯！创
7月27日电子元件板块涨幅达2%,"https://guba.eastmoney.com/news,600346,686339386.html",2017-08-02 10:08:25,天天向上今天哑巴了！a
8月3日恒力石化美金PTA现货主港自提价格持平,"https://guba.eastmoney.com/news,600346,687502311.html",2017-08-03 15:10:51,"生意社：8月3日恒力石化美金PTA现货主港自提价格持平
http://www.100ppi.com 2017年08月03日 13:58 生意社
生意社08月03日讯
　　8月3日，恒力石化公布美金PTA现货主港自提报价为700美元/吨，与上一交易日价格持平。

　　(文章来源：生意社)"
我身边有1万2千多块钱,"https://guba.eastmoney.com/news,600346,686956476.html",2017-08-02 23:00:44,对于促进大学生全面发展具有不可替代的作用
现在可以抄底操作,"https://guba.eastmoney.com/news,600346,687121359.html",2017-08-03 08:24:21,明日卖出银行股
江苏恒力董事长陈建华：向着世界一流企业继续前进,"https://guba.eastmoney.com/news,600346,686895273.html",2017-08-02 20:57:38,"日前，恒力集团与腾讯、阿里巴巴等10家中国企业首次进入2017世界500强，一时成为舆论关注的焦点。作为全球最大的超亮光丝和工业丝生产企业，恒力集团在行业中颇具知名度。

回顾其20多年的发展历程，恒力集团董事长陈建华的高瞻远瞩，发挥了不可替代的关键作用。据恒力集团董事长陈建华介绍，他在企业成立的第一天就确立了要迈入国际先进行列的目标，为了实现这个目标，他带领恒力集团不断颠覆传统、突破创新，攻克了一个又一个的难关，也取得了让世界瞩目的成绩。

经过多年的发展、创新、突破，恒力集团已经从当年名不见经传的小厂，发展成为了今天拥有65000名员工、年销售额达2516亿元的世界大型企业。

恒力集团进入世界企业500强，不是终点，而是一个崭新的开始。相信在不远的将来，在恒力集团董事长陈建华的带领下，未来的路会越走越宽、越走越顺，在国际舞台绽放中国民族工业的无尽光芒！"
石墨烯+锂电池龙头暴跌，中报现金叉，或超方大,"https://guba.eastmoney.com/news,600346,687440339.html",2017-08-03 14:16:11,中国好股票;业绩超牛股603585苏利股份全球百菌
这支股几次到十块钱的时候压力位就那么大，每有一次是轻轻松松垮过十一十二块过,"https://guba.eastmoney.com/news,600346,689253923.html",2017-08-06 22:41:19,这支股几次到十块钱的时候压力位就那么大，每有一次是轻轻松松垮过十一十二块过
煤炭和有色钢铁等涨价题材整体震荡,"https://guba.eastmoney.com/news,600346,686139420.html",2017-08-02 01:45:19,能容忍；有锋芒，能内敛；有涵养
恒力市值以后该会上千亿,"https://guba.eastmoney.com/news,600346,687227056.html",2017-08-03 10:48:05,恒力市值以后该会上千亿
